window_id,train_start,train_end,test_start,test_end,model,mae,rmse,smape,bias
1997-10-13__1999-10-04,1997-10-13,1999-10-04,1999-10-11,1999-11-01,XGBoost,0.011506310701370315,0.011606868486966246,0.8980437188577014,0.005322011709213315
1997-11-10__1999-11-01,1997-11-10,1999-11-01,1999-11-08,1999-11-29,Naive (lag_1),0.01100000000000001,0.01282575533838064,0.850806202246261,-0.01100000000000001
1997-11-10__1999-11-01,1997-11-10,1999-11-01,1999-11-08,1999-11-29,Seasonal Naive (lag_52),0.265,0.26643104173500504,22.742802413225295,-0.265
1997-11-10__1999-11-01,1997-11-10,1999-11-01,1999-11-08,1999-11-29,XGBoost,0.013827339410781847,0.016116335236774065,1.0656267590618769,-0.013827339410781847
1997-12-08__1999-11-29,1997-12-08,1999-11-29,1999-12-06,1999-12-27,Naive (lag_1),0.003249999999999975,0.003499999999999963,0.2475611081942503,0.00024999999999997247
1997-12-08__1999-11-29,1997-12-08,1999-11-29,1999-12-06,1999-12-27,Seasonal Naive (lag_52),0.326,0.3260651775335723,28.34927322231899,-0.326
1997-12-08__1999-11-29,1997-12-08,1999-11-29,1999-12-06,1999-12-27,XGBoost,0.00805569338798523,0.00870197912967441,0.6155153949072256,-0.00805569338798523
1998-01-05__1999-12-27,1998-01-05,1999-12-27,2000-01-03,2000-01-24,Naive (lag_1),0.015000000000000013,0.019748417658131515,1.131610401806836,-0.010000000000000009
1998-01-05__1999-12-27,1998-01-05,1999-12-27,2000-01-03,2000-01-24,Seasonal Naive (lag_52),0.3417500000000001,0.34239122360247504,29.6768340602067,-0.3417500000000001
1998-01-05__1999-12-27,1998-01-05,1999-12-27,2000-01-03,2000-01-24,XGBoost,0.036563012123107974,0.040771211578922495,2.7942509203783175,-0.036563012123107974
1998-02-02__2000-01-24,1998-02-02,2000-01-24,2000-01-31,2000-02-21,Naive (lag_1),0.022249999999999992,0.029081781238431758,1.5914196867845767,-0.022249999999999992
1998-02-02__2000-01-24,1998-02-02,2000-01-24,2000-01-31,2000-02-21,Seasonal Naive (lag_52),0.42700000000000005,0.42914566291645084,36.289518923420076,-0.42700000000000005
1998-02-02__2000-01-24,1998-02-02,2000-01-24,2000-01-31,2000-02-21,XGBoost,0.050583572626113904,0.055772600002477773,3.683947276662642,-0.050583572626113904
1998-03-02__2000-02-21,1998-03-02,2000-02-21,2000-02-28,2000-03-20,Naive (lag_1),0.03149999999999997,0.04337049688440287,2.0925123908471384,-0.03149999999999997
1998-03-02__2000-02-21,1998-03-02,2000-02-21,2000-02-28,2000-03-20,Seasonal Naive (lag_52),0.53525,0.5360398772479525,42.33210795778833,-0.53525
1998-03-02__2000-02-21,1998-03-02,2000-02-21,2000-02-28,2000-03-20,XGBoost,0.10105554032325742,0.114224092493709,6.775326209719417,-0.10105554032325742
1998-03-30__2000-03-20,1998-03-30,2000-03-20,2000-03-27,2000-04-17,Naive (lag_1),0.02074999999999999,0.022721135535003514,1.3587305705746244,0.02074999999999999
1998-03-30__2000-03-20,1998-03-30,2000-03-20,2000-03-27,2000-04-17,Seasonal Naive (lag_52),0.36524999999999996,0.3680010190203282,27.23795818063492,-0.36524999999999996
